ID,score_1,score_2,score_3,label
id_0130,0.8651176860147665,0.7869127694382733,0.9716806572088945,A
id_0131,0.9083677923281558,0.8814842052197678,0.847591962943769,A
id_0132,,0.6881694114162902,0.8929837143768448,A
id_0133,0.25264479337088624,0.17305471809226927,0.49183152077982983,B
id_0134,0.8149367400310172,0.6882436172237458,0.9609791971594106,A
id_0135,0.810232083624477,0.8281652734079737,0.8268352779423811,A
id_0136,0.8901207759235112,0.7829897496262698,0.9096578960454043,A
id_0137,0.497306551205779,0.22518802811815236,,B
id_0138,,0.28576817080435635,0.4737487130980298,B
id_0139,0.3360936253196955,0.22579006764094156,0.5396896129946129,B
id_0140,0.333347996126303,0.13074874472622022,0.1575287660701133,B
id_0141,0.9046997208300391,0.7672080742199173,0.966590351863805,A
id_0142,0.7862493650567974,0.6826398342112925,,A
id_0143,0.9854128315580366,0.891443162804888,0.8321264964320241,A
id_0144,0.32825918681817257,0.31024686422052994,0.5406150902401583,B
id_0145,0.8733862811808715,0.7442320887073018,0.8653881751975117,A
id_0146,0.39589481662711734,0.3089710984576595,0.5853333378692348,B
id_0147,0.9334512015843115,0.7897006600320935,0.8027677032111853,A
id_0148,0.3591984229101395,0.34101858511724087,,B
id_0149,0.33067984798331673,0.25924072802684994,,B
id_0150,0.8064929429000869,0.8679906832730044,0.7595717965015032,A
id_0151,0.3932174786973245,0.3793790922844218,0.3429092205063668,B
id_0152,0.8133172844682526,0.7699004122542524,0.871173217925343,A
id_0153,0.3957385270001042,0.3052652507451786,0.5206137504018348,B
id_0154,,0.7274010933039712,0.8830047016115673,A
id_0155,0.8906487149799458,0.8565470066776777,0.9173463068338438,A
id_0156,0.7942486635391837,,0.8754444864772803,A
id_0157,0.3778665348182822,0.3237316496574946,0.34963241503951037,B
id_0158,0.4448996277171501,0.2832637655876811,0.4651474190355453,B
id_0159,0.9538044966076007,0.7901771998413982,0.824327158041279,A
id_0160,0.3265413560022674,0.5153458995158773,0.3128921109990181,B
id_0161,0.937553309666311,0.661920582191647,0.7659566735410739,A
id_0162,0.4932251196621148,0.24322916102705472,0.5056934002498228,B
id_0163,,0.8511779750422258,0.7187508036314442,A
id_0164,0.29087310220552787,0.41694170886335175,0.4473499709626122,B
id_0165,0.29833925170941594,0.2621649763121963,0.19906997970705156,B
id_0166,0.3545190752805616,0.1942144082048225,0.342559981314648,B
id_0167,0.9991208656168092,0.7358560906339022,0.7793995416883195,A
id_0168,0.29051666490205136,0.3522647854016444,,B
id_0169,0.3115789963092526,0.16633568840011737,0.40150687738110014,B
id_0170,0.8883890415382806,0.620018474746961,0.9192627785925207,A
id_0171,0.8052230571235488,0.7856389212339484,0.7654695291140772,A
id_0172,,0.37152990996086555,0.42503597166441337,B
id_0173,0.7565822372379051,0.8047846124338659,0.8932032208444424,A
id_0174,0.363783567520456,0.3832082990218688,0.3435845606620541,B
id_0175,0.9530564417013908,0.7948338204863088,0.8406468349793156,A
id_0176,0.9867113605129815,0.8330954605469408,,A
id_0177,0.917808083560722,0.7236211341413665,0.8679408522532878,A
id_0178,0.9823304841296036,,0.77132688988448,A
id_0179,0.8585331447425912,0.8287473504903272,0.8742780310750234,A
id_0180,0.31785675893955356,0.31465056331131686,0.4483767054006012,B
id_0181,,0.3162068872547728,0.41099929172500227,B
id_0182,0.7911090557741376,0.6677513264597681,0.9008562720375636,A
id_0183,,0.2615500345099098,0.494953395121287,B
id_0184,0.4158469527606897,,0.4746902520109593,B
id_0185,0.8447534296339944,0.8347737283526832,,A
id_0186,0.34351952649612055,0.2665528566687138,0.35917046321502877,B
id_0187,0.4492173269340771,0.28723676017789085,0.3365347721192319,B
id_0188,0.4352002053199392,0.3363174238094039,0.41884090046728617,B
id_0189,0.8948936331959152,0.7484975665819874,,A
id_0190,0.4459857302024025,0.20792703000821638,0.29511558717454,B
id_0191,0.7710383151074298,,0.7416141075362915,A
id_0192,0.35452378571332577,0.23885068461645398,0.3350789206237123,B
id_0193,0.3625646374990665,0.2860563925210364,0.571434339365457,B
id_0194,0.34908774641793017,0.31667745615122517,0.5769034456452331,B
id_0195,0.4893294829745734,0.34640860573191773,0.4890938982872701,B
id_0196,0.8750844605723886,0.8440612090340824,0.849680888014375,A
id_0197,0.8129480201036365,0.9160737930119414,0.8281540210624025,A
id_0198,0.4241493595719715,,0.32255105588741173,B
id_0199,0.7385519912571996,0.5162008023129188,0.8764030987619457,A
